CustomerID,CardNumber,BIN,Country,Complaint,Feedback,SentimentCategory,ChargebackFlag
V92FH98W,6080491955094223,608049,INDIA,No Issue,"Great experience, very satisfied!",Positive,0
E6K1BQ5H,8145878610839693,814587,CHINA,No Issue,"No issues, smooth transactions every time.",Positive,0
XNKZWAJ4,5601307210182407,560130,INDIA,Service Quality,Service was excellent and very professional.,Positive,0
N0ZW5J4H,4480333871172619,448033,UNITED STATES,Late Refund,Finally got my refund after multiple calls.,Negative,0
4WHEQIGF,6421766841874392,642176,UNITED STATES,Service Quality,I'm disappointed with the overall experience!,Negative,0
3N7FLKKR,4302330854111760,430233,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
J2FOLNJL,2232856677597328,223285,BELGIUM,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
GPYBKH90,3546578610919446,354657,JAPAN,Late Refund,"Refund process is very slow, not happy!",Negative,0
A72X93KA,3347689214127564,334768,JAPAN,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
MYHLBTC8,4602118743401532,460211,UNITED STATES,Late Refund,Finally got my refund after multiple calls.,Negative,0
QFF8IHXF,6453777515067208,645377,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
FC2MAI7Q,5032139714788869,503213,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
JI7IKY0Z,3423044359916366,342304,UNITED STATES,Service Quality,The service was too slow and unprofessional!,Negative,0
SFWIQXQ3,4526005928929803,452600,CHINA,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
OMHC04AE,4208726517710013,420872,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
UIFLZB0F,4292643011920147,429264,UNITED STATES,No Issue,"Everything went smoothly, highly recommended.",Positive,0
18B5Q455,3041971829345909,304197,UNITED STATES,No Issue,"No issues, smooth transactions every time.",Positive,0
CS9F5HR7,4323039464048229,432303,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
CFPS6J6A,4119208578942087,411920,UNITED STATES,Late Refund,Finally got my refund after multiple calls.,Negative,0
68CAYHF4,6236899478850009,623689,CHINA,Service Quality,The service was too slow and unprofessional!,Negative,0
BMZBCIFV,3896822969033111,389682,UNITED STATES,No Issue,"No issues, smooth transactions every time.",Positive,0
HI15JQ5W,5851896676553756,585189,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
C0DWZYUZ,4115596481742739,411559,UNITED STATES,No Issue,"Everything went smoothly, highly recommended.",Positive,0
WMGL9095,3444030423674921,344403,UNITED STATES,Service Quality,The service was too slow and unprofessional!,Negative,0
5MVAARW1,4271465458760537,427146,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
U4C49WMY,4178753663695966,417875,BRAZIL,Late Refund,Still waiting for my refund after 2 weeks!,Negative,0
5L2SIQO2,1403121811546219,140312,INDIA,Service Quality,Service was excellent and very professional.,Positive,0
M8WVKGBY,3341380658126515,334138,JAPAN,Late Refund,"Refund process is very slow, not happy!",Negative,0
Z1R24RRZ,4814842503651150,481484,UNITED STATES,No Issue,"Happy with the service, would recommend.",Positive,0
FHZ540WD,6088700476474096,608870,INDIA,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
H77D4NDW,3553591446874033,355359,JAPAN,Customer Support Issue,Support team was responsive and helpful.,Positive,0
N35CIGAB,4614582561837727,461458,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
B1CQCCPD,4561301745621279,456130,FRANCE,Late Refund,Finally got my refund after multiple calls.,Negative,0
73IIV599,5846945314212828,584694,UNITED STATES,Late Refund,Finally got my refund after multiple calls.,Negative,0
JCS60WKP,3708923242361738,370892,UNITED STATES,Service Quality,"Very satisfied with the service, will recommend!",Positive,0
73FRL9P3,8110699213293050,811069,CHINA,Late Refund,Finally got my refund after multiple calls.,Negative,0
J6TIKPF8,5024264356069141,502426,UNITED STATES,No Issue,"Happy with the service, would recommend.",Positive,0
9QKNNAN1,4130733657023696,413073,UNITED STATES,Service Quality,Quality of service was not up to the mark!,Negative,0
ILD2395T,8889021983556573,888902,CHINA,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
9B5PQHMY,6448823535682938,644882,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
2CBOC5ZH,8195894336179455,819589,INDIA,No Issue,"Everything went smoothly, highly recommended.",Positive,0
VV2UHY9O,4085215961019052,408521,UNITED STATES,No Issue,Customer support was helpful in resolving my concern.,Positive,0
KGPUA8Q7,4093963318283891,409396,RUSSIAN FEDERATION,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
KT115H0Y,4996578493067233,499657,UNITED STATES,Service Quality,Service was excellent and very professional.,Positive,0
2UUXUA3V,3873829046037569,387382,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
YK07MCVU,4519180605332377,451918,UNITED STATES,No Issue,"Happy with the service, would recommend.",Positive,0
4AVS628N,5845982763490784,584598,UNITED STATES,Service Quality,Service was excellent and very professional.,Positive,0
QWRJTTI1,4143344821942731,414334,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
M9YZ6ZPP,4457963840229136,445796,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
R4MNWUB6,6401863684772203,640186,UNITED STATES,No Issue,"Great experience, very satisfied!",Positive,0
FG6GBNTE,3637389123432597,363738,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
71OC3OG6,6009035151982128,600903,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
JT0UXY56,3878945582730322,387894,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
0S9TAQTX,5315608594756415,531560,UNITED KINGDOM,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
3XEAWLVA,3193941902445751,319394,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
AGCRW0M5,3913581684129968,391358,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
K0WSQI8G,5256707026514454,525670,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
1KB0ZAM8,5172719368451602,517271,INDIA,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
PC1AK1AT,4954891820005310,495489,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
PU8YZI1X,4059560485652910,405956,UNITED STATES,Late Refund,Finally got my refund after multiple calls.,Negative,0
JQ5D98EA,3891246242060581,389124,UNITED STATES,No Issue,"Great experience, very satisfied!",Positive,0
O09KNL99,8133419853863987,813341,CHINA,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
VNISGYET,4446622698196988,444662,BRAZIL,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
8J6YORIO,4684076820950551,468407,UNITED STATES,Service Quality,Service was excellent and very professional.,Positive,0
G3S4PCG8,6075083387328869,607508,INDIA,Service Quality,The service was too slow and unprofessional!,Negative,0
L0GIKW5M,6395921874933732,639592,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
FBACZNH7,5372557046623923,537255,UNITED STATES,Service Quality,The service was too slow and unprofessional!,Negative,0
QGJXNBQF,3026665393126569,302666,UNITED STATES,No Issue,Customer support was helpful in resolving my concern.,Positive,0
JYEYXJPN,5391355764204949,539135,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
04F1V1X4,2229836288575808,222983,BRAZIL,Late Refund,Still waiting for my refund after 2 weeks!,Negative,0
G1CY1MKF,4127972353300531,412797,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
MVGX9KY1,3543003513742366,354300,JAPAN,Service Quality,I'm disappointed with the overall experience!,Negative,0
0BDL1VDE,5292005476182270,529200,FRANCE,No Issue,Customer support was helpful in resolving my concern.,Positive,0
BGOSZNCK,3410900461344913,341090,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
ZL1H6HBS,6274878001637293,627487,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
GMDTCASL,5682473250964912,568247,UNITED STATES,No Issue,"Happy with the service, would recommend.",Positive,0
XAPT5Q9I,4131644456019001,413164,UKRAINE,No Issue,"Great experience, very satisfied!",Positive,0
9LA00Q07,3734759298616212,373475,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
W9CMSKUB,4747611517755596,474761,UNITED STATES,Service Quality,Quality of service was not up to the mark!,Negative,0
QZP7C9ZW,5893740204333445,589374,UNITED STATES,Service Quality,Service was excellent and very professional.,Positive,0
4I90V4ZX,3864019382050707,386401,UNITED STATES,Service Quality,"Very satisfied with the service, will recommend!",Positive,0
QLMJ5ZJV,5389844181015921,538984,MEXICO,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
HBR2ESXT,2204539076674376,220453,RUSSIAN FEDERATION,Late Refund,Finally got my refund after multiple calls.,Negative,0
M8VJKVCA,3457728011766135,345772,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
6V0XL3WW,4853762719582246,485376,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
WIU6R3UW,5935519518971943,593551,UKRAINE,Service Quality,Service was excellent and very professional.,Positive,0
YJW8ULTM,5049018944070134,504901,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
VHDN60VP,5405826246504279,540582,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
AUYKBCRO,7260737379248352,726073,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
ACAC37XN,3882840538693823,388284,UNITED STATES,No Issue,"Everything went smoothly, highly recommended.",Positive,0
47PV7Q99,4100093978814768,410009,UNITED STATES,Late Refund,Still waiting for my refund after 2 weeks!,Negative,0
N421T8D1,3922196093860583,392219,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
ZFL4NAU3,5734087872949912,573408,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
FAWEP5GS,4547976470339962,454797,UNITED STATES,Service Quality,Service was excellent and very professional.,Positive,0
5OQHGV4C,5675805851284672,567580,UNITED STATES,No Issue,Customer support was helpful in resolving my concern.,Positive,0
SWN0AFGR,5311278901796912,531127,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
V4TKNOP3,8142231818284400,814223,CHINA,Late Refund,Finally got my refund after multiple calls.,Negative,0
5VWJLJ2T,4191393148140800,419139,BRAZIL,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
47SHKK7Q,4754183001723355,475418,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
MSKJP30Y,4284067674496012,428406,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
XQKJDAC8,3534888875900880,353488,JAPAN,Late Refund,Finally got my refund after multiple calls.,Negative,0
I8QHHEQG,5112068237565320,511206,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
MJPPT7VT,4813021957745741,481302,UNITED STATES,Service Quality,The service was too slow and unprofessional!,Negative,0
P64AJW38,4178193485821779,417819,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
ABXF9141,5903703913141124,590370,CHINA,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
ZMVR7C32,5039783606049795,503978,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
HL2O9IRT,4733130097002619,473313,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
2UO0BZQ5,4141945376129614,414194,UNITED STATES,No Issue,"No issues, smooth transactions every time.",Positive,0
G5D7XVDG,3539245545996486,353924,INDIA,No Issue,"Great experience, very satisfied!",Positive,0
AM26NTWU,5485077102256995,548507,UNITED KINGDOM,Customer Support Issue,Support team was responsive and helpful.,Positive,0
37I5HSWO,6407751793581711,640775,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
7EX71LZ1,3903902154680348,390390,UNITED STATES,No Issue,"Happy with the service, would recommend.",Positive,0
YOXD8Y7T,4787765562470346,478776,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
Z4NYOQHI,5373425901912691,537342,UNITED KINGDOM,No Issue,"No issues, smooth transactions every time.",Positive,0
B3Q1DAO9,5137702150213286,513770,FRANCE,No Issue,"Happy with the service, would recommend.",Positive,0
EMQWA0VS,6552147991747214,655214,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
AJRGYO3O,4252316565565838,425231,UNITED STATES,Service Quality,The service was too slow and unprofessional!,Negative,0
2SJJBLWE,5916022620797777,591602,CHINA,Late Refund,"Refund process is very slow, not happy!",Negative,0
J7QQ014U,6566787982596387,656678,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
0YOMQ1R3,1185064339896155,118506,GERMANY,No Issue,"Everything went smoothly, highly recommended.",Positive,0
MO0WCD1S,4994175515406127,499417,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
HL5COOQY,5190630660934693,519063,UNITED STATES,Service Quality,Service was excellent and very professional.,Positive,0
ELR6LBP4,3856751675995490,385675,UNITED STATES,Service Quality,Service was excellent and very professional.,Positive,0
OT5VYB62,5782809973724745,578280,UNITED STATES,Service Quality,The service was too slow and unprofessional!,Negative,0
FHPFN33C,8197717767291494,819771,INDIA,Service Quality,The service was too slow and unprofessional!,Negative,0
GUZ2VWW0,4450641981446398,445064,INDIA,No Issue,Customer support was helpful in resolving my concern.,Positive,0
LZX1LASX,4185665349418332,418566,UNITED STATES,Service Quality,"Very satisfied with the service, will recommend!",Positive,0
RCPDLAJ2,1031174146700840,103117,CHINA,No Issue,"Happy with the service, would recommend.",Positive,0
UASQ1X34,4517036661440967,451703,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
ME6U4GAJ,5813782157840985,581378,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
TTG7LDIJ,3875239923019551,387523,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
PKDI9QNQ,6775036588321529,677503,RUSSIAN FEDERATION,No Issue,"Happy with the service, would recommend.",Positive,0
I3TRO7AM,6564196712394021,656419,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
H1WDJK1M,6718715953404379,671871,UNITED KINGDOM,Customer Support Issue,Support team was responsive and helpful.,Positive,0
5D0747F8,8102228486896961,810222,CHINA,Late Refund,Finally got my refund after multiple calls.,Negative,0
M2BMNEG3,8700078197932839,870007,CHINA,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
SE2SBOTB,5052977694677138,505297,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
96KZH8ZM,4237614792569326,423761,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
3BJHU0ZI,6285110824669137,628511,CHINA,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
X9KMZUNF,6466624601769214,646662,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
5U236VF9,3452654066591511,345265,MALAYSIA,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
3F76N0SA,4119772449450726,411977,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
P7OMGVLN,4412972515297845,441297,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
Q10JGCZG,3899315193825218,389931,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
WJZX2NJO,2203546026723984,220354,RUSSIAN FEDERATION,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
QXK5DHTV,6415781601828358,641578,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
FXF8CDWX,3960652098651464,396065,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
LNT8FAN0,4039094156756083,403909,UNITED STATES,No Issue,"Great experience, very satisfied!",Positive,0
13JOJR0I,5089514832464804,508951,INDIA,Service Quality,The service was too slow and unprofessional!,Negative,0
9ZI08OMR,8173135677212532,817313,INDIA,Service Quality,Service was excellent and very professional.,Positive,0
TCTOYS1H,6765190304570329,676519,ITALY,Service Quality,"Very satisfied with the service, will recommend!",Positive,0
WF9XY8FW,5264623934819774,526462,RUSSIAN FEDERATION,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
GWMYHIR2,1037706477141480,103770,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
SG2QU3EU,5034506394272734,503450,UNITED STATES,Late Refund,Still waiting for my refund after 2 weeks!,Negative,0
DWAKQ88V,6543330166894781,654333,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
2IHF3AYD,3779209258679478,377920,BRAZIL,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
X6WIERNT,4359697385519487,435969,UNITED STATES,No Issue,Customer support was helpful in resolving my concern.,Positive,0
M77C3ZUK,5290594459712978,529059,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
0ZC0L67U,3692725124246883,369272,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
N0QW8ZZI,3824901545900471,382490,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
5PUQ4AKC,6227928801326953,622792,CHINA,No Issue,"Great experience, very satisfied!",Positive,0
ESW8SOHC,3794048399251897,379404,UNITED STATES,Service Quality,Service was excellent and very professional.,Positive,0
HWQXZ0MT,5053441767760160,505344,UNITED STATES,Service Quality,Quality of service was not up to the mark!,Negative,0
KO0SNIT1,4926880480226868,492688,UNITED STATES,No Issue,"Everything went smoothly, highly recommended.",Positive,0
99ATQ35L,3887068451949501,388706,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
8GAHUPVV,5595546908943010,559554,UNITED STATES,Late Refund,Still waiting for my refund after 2 weeks!,Negative,0
AFGMKIVH,4469534991044236,446953,PAKISTAN,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
0PQZ9XO5,3474812647181709,347481,UNITED STATES,Late Refund,Still waiting for my refund after 2 weeks!,Negative,0
LTMPFRAU,5017320205822075,501732,UNITED STATES,Late Refund,Finally got my refund after multiple calls.,Negative,0
GR1J8WME,5764094465070765,576409,UNITED KINGDOM,No Issue,"Everything went smoothly, highly recommended.",Positive,0
XMCAZ4XX,4102731170767401,410273,UNITED STATES,Service Quality,Quality of service was not up to the mark!,Negative,0
EZ8GHCW6,5261263549502222,526126,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
SC8YJPIU,4317711855774670,431771,ITALY,No Issue,Customer support was helpful in resolving my concern.,Positive,0
3Q633Y2I,3041432370171345,304143,UNITED STATES,Service Quality,Quality of service was not up to the mark!,Negative,0
V0ESF7PO,8146224927967993,814622,CHINA,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
KV6UBAR9,4473079229735338,447307,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
4EZQCIJE,4045333717360894,404533,UNITED STATES,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
YMDABVDS,6954301656984846,695430,RUSSIAN FEDERATION,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
RRVI5XVB,4363164080075573,436316,INDIA,Late Refund,Finally got my refund after multiple calls.,Negative,0
HVO0ZULE,4173948367496596,417394,RUSSIAN FEDERATION,Late Refund,Finally got my refund after multiple calls.,Negative,0
SRQ8J55V,5838706259544429,583870,UNITED STATES,Service Quality,"Very satisfied with the service, will recommend!",Positive,0
VYWN6EUO,3991039782783623,399103,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
L2PJA91J,4215011581745884,421501,PAKISTAN,Customer Support Issue,Support team was responsive and helpful.,Positive,0
9CKK1YG5,4788201543745909,478820,UNITED STATES,Service Quality,"Very satisfied with the service, will recommend!",Positive,0
1A1VRTO5,4091661295261248,409166,BRAZIL,No Issue,"Great experience, very satisfied!",Positive,0
G7HYA6YT,6070078029891106,607007,INDIA,No Issue,Customer support was helpful in resolving my concern.,Positive,0
JL4H6B71,4297540974742458,429754,MALAYSIA,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
6L8S4HGE,6805551101161228,680555,GERMANY,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
85IHLA1V,6517421086401477,651742,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
4P1PR4C0,3910803102163092,391080,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
B0U71SS6,3186418907011321,318641,UNITED STATES,Service Quality,I'm disappointed with the overall experience!,Negative,0
OCM3KUD0,4708433939175896,470843,JAPAN,Customer Support Issue,Support team was responsive and helpful.,Positive,0
1PVQ3ZBX,3662001446872105,366200,JAPAN,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
EIU2811C,3838394355183749,383839,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
NVYP93VW,5085090166281691,508509,INDIA,Service Quality,I'm disappointed with the overall experience!,Negative,0
OPL1530B,3137739193316630,313773,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
JY3GAYLY,5805303671795263,580530,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
ELJ5DJES,4706017343792589,470601,CHINA,Late Refund,Finally got my refund after multiple calls.,Negative,0
DNJ3MOMU,1403261150083198,140326,INDIA,Late Refund,"Refund process is very slow, not happy!",Negative,0
15SILRUR,7700684104810878,770068,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
S66F8BU0,4339530318979116,433953,BRAZIL,No Issue,"Great experience, very satisfied!",Positive,0
ISQ32KXT,6393508469544541,639350,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
GTMKKZ3M,3418019832826474,341801,UNITED STATES,No Issue,"No issues, smooth transactions every time.",Positive,0
MMRKVF3J,4621107838713577,462110,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
33FEV5NC,7101702235025574,710170,UNITED STATES,No Issue,"Happy with the service, would recommend.",Positive,0
CWM1FGR3,6488496387846803,648849,UNITED STATES,No Issue,"Everything went smoothly, highly recommended.",Positive,0
S0WUY2OV,3490377257187570,349037,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
8NDP35XH,4967937266998173,496793,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
31CET6SE,4251877559966630,425187,UNITED STATES,Customer Support Issue,"Long wait time for support, very frustrating!",Negative,0
ALKLDSRK,3553354723847293,355335,JAPAN,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
TVUVXJL7,5249601203991546,524960,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
D0R2H8WC,4913551373056774,491355,UNITED STATES,Service Quality,Quality of service was not up to the mark!,Negative,0
FLGQ0GX3,6803873076327310,680387,GERMANY,No Issue,"No issues, smooth transactions every time.",Positive,0
DON9OX5Y,3049913819395411,304991,UNITED STATES,No Issue,"Great experience, very satisfied!",Positive,0
RKAS42ZX,3982595546090896,398259,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
1SMC0CB4,3015166132781724,301516,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
O0MZ015J,8106492240201681,810649,CHINA,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
KXNKWO7D,4370793192694058,437079,UNITED STATES,No Issue,Customer support was helpful in resolving my concern.,Positive,0
IK5JIZOA,2204480299985109,220448,RUSSIAN FEDERATION,Late Refund,Still waiting for my refund after 2 weeks!,Negative,0
FFT9KQR3,4341123772937982,434112,UNITED STATES,No Issue,"Everything went smoothly, highly recommended.",Positive,0
BF0W3EEE,6082778519685129,608277,INDIA,Service Quality,"Very satisfied with the service, will recommend!",Positive,0
FRPE3X7S,6424944617550347,642494,UNITED STATES,Service Quality,I'm disappointed with the overall experience!,Negative,0
9ZJ925US,4095905413295370,409590,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
Z0JTMYUR,5560673584837907,556067,UNITED STATES,Service Quality,I'm disappointed with the overall experience!,Negative,0
R7PBS607,6728879481639051,672887,GERMANY,Service Quality,Service was excellent and very professional.,Positive,0
YFMUN3S8,4905988766018214,490598,UNITED STATES,No Issue,Customer support was helpful in resolving my concern.,Positive,0
W0G7736C,5212579931823378,521257,MEXICO,No Issue,"Great experience, very satisfied!",Positive,0
U6WXT69L,2400057140560208,240005,BRAZIL,Late Refund,"Refund process is very slow, not happy!",Negative,0
MPSFGFMC,6703616808581190,670361,BELGIUM,No Issue,"Great experience, very satisfied!",Positive,0
8R0A2A5N,3058225816379301,305822,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
ZVMEREDR,8161732408166940,816173,CHINA,Service Quality,I'm disappointed with the overall experience!,Negative,0
1THQO6XB,7102833310358712,710283,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
F3VOXMKT,3958683967247445,395868,UNITED STATES,Service Quality,Quality of service was not up to the mark!,Negative,0
IKWE2NDU,3000690808824188,300069,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
BG2WNSRJ,4589342435357513,458934,UNITED STATES,Customer Support Issue,Support team was responsive and helpful.,Positive,0
G5918XCV,4891514800598328,489151,UNITED STATES,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
PNSNLJS8,3837072599114261,383707,UNITED STATES,Service Quality,Quality of service was not up to the mark!,Negative,0
XHREA97P,5738507132773910,573850,UNITED STATES,Billing Issue,"Incorrect amount charged, need a refund!",Negative,0
W83WJNP4,8125472651589570,812547,CHINA,Customer Support Issue,Customer service was rude and unhelpful!,Negative,0
XCZYR04K,6219115692286536,621911,CHINA,Service Quality,Quality of service was not up to the mark!,Negative,0
KSNL12LK,4384675228724719,438467,UNITED STATES,Late Refund,Still waiting for my refund after 2 weeks!,Negative,0
2XQGFJHA,5234625057541023,523462,UNITED KINGDOM,Service Quality,Service was excellent and very professional.,Positive,0
3GC03XGU,5904187977594128,590418,CHINA,Service Quality,Service was excellent and very professional.,Positive,0
ZNLH0C50,4979336699680554,497933,FRANCE,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
3XU0WHP0,6288722769995499,628872,CHINA,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
2D8UASLM,4555929239186298,455592,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
ZRBM1GDT,3529202912266933,352920,JAPAN,No Issue,"Everything went smoothly, highly recommended.",Positive,0
W8DWZO5W,3784548417985838,378454,UNITED STATES,No Issue,"No issues, smooth transactions every time.",Positive,0
AOC1JXYK,4973829797283169,497382,FRANCE,No Issue,"No issues, smooth transactions every time.",Positive,0
S1NMNPTF,5517399822126690,551739,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
C82F9HLV,3349752857744893,334975,JAPAN,Billing Issue,Had to call multiple times for a simple billing issue!,Negative,0
NB0UF93M,4486907647633262,448690,UNITED STATES,Service Quality,"Very satisfied with the service, will recommend!",Positive,0
74WX0OWS,6786543586136616,678654,ITALY,No Issue,Customer support was helpful in resolving my concern.,Positive,0
KO20KFL3,4144513989099379,414451,BRAZIL,Late Refund,"Refund process is very slow, not happy!",Negative,0
NVDVC71M,6534417716252595,653441,UNITED STATES,Late Refund,"Refund process is very slow, not happy!",Negative,0
YU6U6MO6,3637813099657551,363781,UNITED STATES,Billing Issue,"Billing discrepancy, support is not helping!",Negative,0
