CustomerID,CardNumber,BankName,CardBrand,CardType,IssuingCountry,TransactionAmount,ChargebackFlag,ChargebackReasonCode,TransactionDate
CUST5377,7114196695258230,UNKNOWN,PRIVATE LABEL,DEBIT,UNITED STATES,1044.18,No,,2025-01-18 19:10:30.167319
CUST2385,3588715047928649,UNKNOWN,JCB,CREDIT,JAPAN,757.88,No,,2025-01-26 19:10:30.167319
CUST8775,5986949046515879,UNKNOWN,MAESTRO,DEBIT,UNITED KINGDOM,2754.25,Yes,Compliance Issues,2025-01-27 19:10:30.167319
CUST6973,5774508537050727,UNKNOWN,EBT,DEBIT,UNITED STATES,3624.98,No,,2025-01-25 19:10:30.167319
CUST1484,4416240479615961,"WELLS FARGO BANK, N.A.",VISA,DEBIT,UNITED STATES,3935.1,No,,2025-01-01 19:10:30.167319
CUST3597,3785892712887791,AMERICAN EXPRESS US CARS,AMERICAN EXPRESS,CREDIT,UNITED STATES,4160.88,No,,2025-01-05 19:10:30.167319
CUST9426,5792697933600746,UNKNOWN,EBT,DEBIT,UNITED STATES,4522.24,No,,2025-01-19 19:10:30.167319
CUST2243,4959495150205314,UNKNOWN,VISA,CREDIT,UNITED KINGDOM,4809.03,No,,2025-01-06 19:10:30.167319
CUST2148,7006763123723358,UNKNOWN,BP FUEL CARD,DEBIT,UNITED KINGDOM,3275.43,No,,2025-01-15 19:10:30.167319
CUST7093,7700936055457209,UNKNOWN,PRIVATE LABEL,DEBIT,UNITED STATES,4624.81,No,,2025-01-12 19:10:30.167319
CUST1187,8882876597707918,"BANK OF GUIYANG CO., LTD.",PRIVATE LABEL,DEBIT,CHINA,1482.05,No,,2025-01-21 19:10:30.167319
CUST7523,5198512496469359,NORTHERN CALIFORNIA NATIONAL BANK,MASTERCARD,DEBIT,UNITED STATES,311.45,No,,2025-01-01 19:10:30.167319
CUST6711,6478504126398658,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,2085.64,No,,2025-01-24 19:10:30.167319
CUST2421,3828639807477062,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,577.34,No,,2025-01-27 19:10:30.167319
CUST9043,4878731264510015,UNKNOWN,VISA,CREDIT,UNITED STATES,2805.21,No,,2025-01-18 19:10:30.167319
CUST1844,3702014795643482,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,2808.5,No,,2025-01-22 19:10:30.167319
CUST8030,3789323080055434,AMERICAN EXPRESS US CONSUMER,AMERICAN EXPRESS,CREDIT,UNITED STATES,2653.6,No,,2025-01-21 19:10:30.167319
CUST1153,4814287780382279,"SUMITOMO MITSUI CARD COMPANY, LTD.",VISA,CREDIT,JAPAN,3532.85,No,,2025-01-21 19:10:30.167319
CUST4015,4599548186632466,USAA FEDERAL SAVINGS BANK,VISA,DEBIT,UNITED STATES,1299.8,No,,2025-01-26 19:10:30.167319
CUST2073,3877827465713334,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4427.58,No,,2025-01-28 19:10:30.167319
CUST4949,4769763742789211,AXOS BANK,VISA,DEBIT,UNITED STATES,2091.64,No,,2025-01-04 19:10:30.167319
CUST2118,6087874894953745,UNKNOWN,RUPAY,DEBIT,INDIA,92.12,No,,2025-01-21 19:10:30.167319
CUST2490,4161049091317856,CENTRAL MISSOURI COMMUNITY CREDIT UNION,VISA,CREDIT,UNITED STATES,1825.17,No,,2025-01-21 19:10:30.167319
CUST8208,4446092160133863,UNKNOWN,VISA,DEBIT,UNITED STATES,1272.82,No,,2025-01-29 19:10:30.167319
CUST2368,4746578046708268,APPLE FEDERAL CREDIT UNION,VISA,DEBIT,UNITED STATES,2029.24,No,,2025-01-30 19:10:30.167319
CUST7965,8108635940536282,UNKNOWN,CHINA UNION PAY,DEBIT,CHINA,4384.53,No,,2025-01-12 19:10:30.167319
CUST4015,5382685795184373,UNKNOWN,MASTERCARD,CREDIT,UNITED STATES,2784.11,No,,2025-01-06 19:10:30.167319
CUST7205,1920709063519663,LUFTHANSA AIRPLUS SERVICEKARTEN GMBH,UATP,CREDIT,GERMANY,1459.0,No,,2025-01-08 19:10:30.167319
CUST6646,7487201373292017,UNKNOWN,LOCAL BRAND,DEBIT,KENYA,352.19,No,,2025-01-23 19:10:30.167319
CUST2783,6441876050948455,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,3428.46,No,,2025-01-04 19:10:30.167319
CUST5946,5031566398769302,UNKNOWN,EBT,DEBIT,UNITED STATES,2006.0,No,,2025-01-12 19:10:30.167319
CUST4075,3556908320838533,UNKNOWN,JCB,CREDIT,JAPAN,2970.47,No,,2025-01-13 19:10:30.167319
CUST2659,5597240673715380,PUBLIC JOINT-STOCK COMPANY DV BANK,MASTERCARD,DEBIT,UKRAINE,3892.95,No,,2025-01-02 19:10:30.167319
CUST6027,7242063964719352,UNKNOWN,PRIVATE LABEL,DEBIT,UNITED STATES,3656.96,No,,2025-01-04 19:10:30.167319
CUST1390,6453643042935180,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,3378.98,No,,2025-01-26 19:10:30.167319
CUST5676,5829911775586269,UNKNOWN,CIRRUS,DEBIT,UNITED STATES,1912.37,No,,2025-01-22 19:10:30.167319
CUST7423,6106026014987319,UNKNOWN,PRIVATE LABEL,DEBIT,INDIA,4884.23,No,,2025-01-21 19:10:30.167319
CUST3890,4300024193489151,INTL HDQTRS-CENTER OWNED,VISA,DEBIT,FRANCE,2393.87,No,,2025-01-13 19:10:30.167319
CUST3002,7731757375681681,UNKNOWN,PRIVATE LABEL,DEBIT,UNITED STATES,550.15,No,,2025-01-23 19:10:30.167319
CUST9427,6801720784410484,UNKNOWN,GIROCARD,DEBIT,GERMANY,4831.3,No,,2025-01-15 19:10:30.167319
CUST5828,5782620085832960,UNKNOWN,EBT,DEBIT,UNITED STATES,2145.47,No,,2025-01-15 19:10:30.167319
CUST2708,4663157612137466,CAPITAL CREDIT UNION,VISA,DEBIT,UNITED STATES,3576.27,No,,2025-01-24 19:10:30.167319
CUST5493,3661981279910108,DC JAPAN,DINERS CLUB INTERNATIONAL,CREDIT,JAPAN,1710.14,No,,2025-01-18 19:10:30.167319
CUST8970,8102420259419402,UNKNOWN,CHINA UNION PAY,DEBIT,CHINA,452.43,No,,2025-01-18 19:10:30.167319
CUST8494,4458842418969903,UNKNOWN,VISA,CREDIT,UNITED STATES,4313.48,No,,2025-01-04 19:10:30.167319
CUST7900,5983992871191210,UNKNOWN,MAESTRO,DEBIT,UKRAINE,4916.87,No,,2025-01-15 19:10:30.167319
CUST1286,5156926230866419,4FRONT CREDIT UNION,MASTERCARD,CREDIT,UNITED STATES,13.43,No,,2025-01-21 19:10:30.167319
CUST4964,3349667864138835,UNKNOWN,JCB,DEBIT,JAPAN,2659.51,No,,2025-01-22 19:10:30.167319
CUST7989,4059423885338810,BPCE,VISA,DEBIT,FRANCE,2297.38,No,,2025-01-03 19:10:30.167319
CUST4066,4182722271676158,FIRST NATIONAL BANK OF OMAHA,VISA,CREDIT,UNITED STATES,2589.61,No,,2025-01-23 19:10:30.167319
CUST4105,6460547034624821,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,2506.48,No,,2025-01-18 19:10:30.167319
CUST9559,5194259271737384,"FIDELITY INFORMATION SERVICES, INC.",MASTERCARD,DEBIT,UNITED STATES,1926.89,No,,2025-01-21 19:10:30.167319
CUST9176,8885537400774930,"BANK OF GUIYANG CO., LTD.",PRIVATE LABEL,DEBIT,CHINA,1620.01,No,,2025-01-23 19:10:30.167319
CUST9439,5548519847577294,"THE HONGKONG AND SHANGHAI BANKING CORPORATION, LTD.",MASTERCARD,CREDIT,INDIA,1152.88,No,,2025-01-01 19:10:30.167319
CUST5449,6390766772934300,BPCE,MAESTRO,DEBIT,FRANCE,3835.61,No,,2025-01-22 19:10:30.167319
CUST2536,3004611519626778,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2968.7,No,,2025-01-18 19:10:30.167319
CUST5183,4943670536982489,THE FIRST NATIONAL BANK OF GERMANTOWN,VISA,DEBIT,UNITED STATES,2994.38,No,,2025-01-09 19:10:30.167319
CUST3730,5284360842065901,"SHAZAM, INC.",MASTERCARD,DEBIT,UNITED STATES,484.75,No,,2025-01-20 19:10:30.167319
CUST3059,3553374977613350,UNKNOWN,JCB,CREDIT,JAPAN,1663.04,Yes,Fraud,2025-01-11 19:10:30.167319
CUST5257,3095014673382366,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,771.49,No,,2025-01-25 19:10:30.167319
CUST9443,4766880839682015,UNKNOWN,VISA,CREDIT,UNITED STATES,999.24,No,,2025-01-04 19:10:30.167319
CUST6798,5558756001298806,ORIENTAL BANK,MASTERCARD,CREDIT,UNITED STATES,1856.92,No,,2025-01-08 19:10:30.167319
CUST5639,4143339187844268,UNKNOWN,VISA,CREDIT,UNITED STATES,2299.61,No,,2025-01-29 19:10:30.167319
CUST4709,6503565766197839,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,2992.43,No,,2025-01-02 19:10:30.167319
CUST4852,9400582429887242,JIANGYIN RURAL COMMERCIAL BANK,CHINA UNION PAY,DEBIT,CHINA,4168.02,No,,2025-01-22 19:10:30.167319
CUST5742,8125228386323933,UNKNOWN,CHINA UNION PAY,DEBIT,CHINA,2413.09,No,,2025-01-10 19:10:30.167319
CUST9171,4617560621530585,ANZ - AUSTRALIA AND NEW ZEALAND BANKING GROUP,VISA,DEBIT,AUSTRALIA,604.05,No,,2024-12-31 19:10:30.167319
CUST2810,1036422816251709,AGRICULTURAL BANK OF CHINA,LOCAL BRAND,DEBIT,CHINA,3437.16,No,,2025-01-22 19:10:30.167319
CUST7349,6032122747044386,UNKNOWN,EBT,DEBIT,UNITED STATES,2371.73,No,,2025-01-25 19:10:30.167319
CUST6221,4068200876472343,REDWOOD CREDIT UNION,VISA,CREDIT,UNITED STATES,4444.15,No,,2025-01-15 19:10:30.167319
CUST2664,3578602725348397,UNKNOWN,JCB,DEBIT,JAPAN,3853.59,No,,2025-01-29 19:10:30.167319
CUST3019,7247148181848483,UNKNOWN,PRIVATE LABEL,DEBIT,UNITED STATES,905.45,No,,2025-01-19 19:10:30.167319
CUST2227,5284177992676865,"MITSUBISHI UFJ NICOS CO., LTD.",MASTERCARD,CREDIT,JAPAN,2800.62,No,,2025-01-16 19:10:30.167319
CUST8477,6489912320983654,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,1047.66,No,,2025-01-04 19:10:30.167319
CUST6963,5575737074863340,"PAYMENT CARD SOLUTIONS UK, LTD.",MASTERCARD,DEBIT,FRANCE,2618.97,No,,2025-01-24 19:10:30.167319
CUST6288,3094640384437055,UNKNOWN,JCB,DEBIT,JAPAN,4561.03,No,,2025-01-29 19:10:30.167319
CUST9315,6048854282759956,GE CAPITAL CONSUMER CARD CO.,EBT,DEBIT,UNITED STATES,876.01,No,,2025-01-12 19:10:30.167319
CUST5079,5870334480487538,UNKNOWN,EBT,DEBIT,UNITED STATES,4047.56,No,,2025-01-28 19:10:30.167319
CUST4319,5293971142093179,"U.S. BANK, N.A.",MASTERCARD,CREDIT,UNITED STATES,3171.91,No,,2025-01-14 19:10:30.167319
CUST5099,5456392026522410,DUPONT COMMUNITY CREDIT UNION,MASTERCARD,CREDIT,UNITED STATES,1774.34,No,,2025-01-09 19:10:30.167319
CUST4927,5224709333552239,JOINT STOCK COMPANY OTP BANK,MASTERCARD,CREDIT,RUSSIAN FEDERATION,959.77,No,,2025-01-05 19:10:30.167319
CUST7481,4871288961237375,UNKNOWN,VISA,CREDIT,UNITED STATES,1508.94,No,,2025-01-09 19:10:30.167319
CUST6436,3940979956615817,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,3910.99,No,,2025-01-14 19:10:30.167319
CUST2428,6459988982696299,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,606.75,No,,2025-01-09 19:10:30.167319
CUST9684,4756542584146044,STATEWIDE FEDERAL CREDIT UNION,VISA,CREDIT,UNITED STATES,3074.06,No,,2025-01-02 19:10:30.167319
CUST5701,4449542812136673,COPPER BASIN FEDERAL CREDIT UNION,VISA,CREDIT,UNITED STATES,3125.17,No,,2025-01-21 19:10:30.167319
CUST9101,4522432566943314,"NATIONAL BANK OF KENYA, LTD.",VISA,CREDIT,KENYA,514.23,No,,2025-01-07 19:10:30.167319
CUST4716,3473301185325843,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,432.95,No,,2025-01-05 19:10:30.167319
CUST6279,4451286768338967,PJSC BANK KYIVSKA RUS,VISA,CREDIT,UKRAINE,125.39,No,,2025-01-16 19:10:30.167319
CUST4730,6725010293492741,DEUTSCHER SPARKASSEN- UND GIROVERBAND,MAESTRO,DEBIT,GERMANY,2337.05,No,,2025-01-04 19:10:30.167319
CUST7874,5117142992613184,SUNMARK CREDIT UNION,MASTERCARD,DEBIT,UNITED STATES,1502.14,No,,2025-01-03 19:10:30.167319
CUST3702,6581617829337759,UNKNOWN,DISCOVER,CREDIT,UNITED STATES,876.93,No,,2025-01-13 19:10:30.167319
CUST8476,4820488075766238,INNOVATIONS FEDERAL CREDIT UNION,VISA,CREDIT,UNITED STATES,4831.19,No,,2025-01-10 19:10:30.167319
CUST9004,3972529689310520,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,1854.19,No,,2025-01-03 19:10:30.167319
CUST1655,3904139517262360,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2804.78,No,,2025-01-30 19:10:30.167319
CUST1721,1185460711507363,AERTICKET GMBH,UATP,CREDIT,GERMANY,3198.83,Yes,Authorization,2025-01-13 19:10:30.167319
CUST1855,4115720083045023,CARD SERVICES FOR CREDIT UNIONS,VISA,DEBIT,UNITED STATES,3578.44,No,,2025-01-23 19:10:30.167319
CUST6173,8117029950034516,UNKNOWN,CHINA UNION PAY,DEBIT,CHINA,3579.05,No,,2025-01-14 19:10:30.167319
CUST2915,3531964899452704,UNKNOWN,JCB,CREDIT,JAPAN,2525.93,No,,2025-01-24 19:10:30.167319
CUST4787,4145069585558587,"ITAU UNIBANCO HOLDING, S.A.",VISA,CREDIT,BRAZIL,2683.95,No,,2025-01-20 19:10:30.167319
CUST5536,3998889257522541,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,191.85,No,,2025-01-05 19:10:30.167319
CUST5330,3412963511695787,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,480.85,No,,2025-01-05 19:10:30.167319
CUST5443,3420073505827442,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,823.35,No,,2025-01-10 19:10:30.167319
CUST8703,3005433173578295,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2777.34,No,,2025-01-28 19:10:30.167319
CUST2184,5899304205258455,"MCB BANK, LTD.",MAESTRO,DEBIT,PAKISTAN,84.8,No,,2025-01-30 19:10:30.167319
CUST7687,3930393039996013,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,167.15,No,,2025-01-17 19:10:30.167319
CUST5947,5921237517804737,UNKNOWN,MAESTRO,DEBIT,ITALY,594.81,No,,2025-01-02 19:10:30.167319
CUST4530,6072161858440034,STATE BANK OF INDIA,RUPAY,DEBIT,INDIA,2314.13,No,,2025-01-16 19:10:30.167319
CUST2909,5507451285420047,JACK HENRY & ASSOCIATES,MASTERCARD,DEBIT,UNITED STATES,1636.02,No,,2025-01-24 19:10:30.167319
CUST6321,5679627426114306,UNKNOWN,EBT,DEBIT,UNITED STATES,145.0,No,,2025-01-30 19:10:30.167319
CUST5494,6469049368905167,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,3045.15,No,,2025-01-03 19:10:30.167319
CUST1817,4792906416482836,TWO HARBORS FEDERAL CREDIT UNION,VISA,DEBIT,UNITED STATES,2957.8,No,,2025-01-02 19:10:30.167319
CUST2582,5460965417687711,CAPITAL ONE (EUROPE) PLC,MASTERCARD,CREDIT,UNITED KINGDOM,3144.97,No,,2025-01-10 19:10:30.167319
CUST7760,5405355234625909,"BANCO DO BRASIL, S.A.",MASTERCARD,CREDIT,BRAZIL,4789.7,No,,2025-01-08 19:10:30.167319
CUST8869,6762317214378826,PUBLIC JOINT-STOCK COMPANY BANK OTKRITIE FINANCIAL CORPORATION,MAESTRO,DEBIT,RUSSIAN FEDERATION,2386.63,No,,2025-01-14 19:10:30.167319
CUST4531,3800540691483336,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,RUSSIAN FEDERATION,47.56,No,,2025-01-09 19:10:30.167319
CUST7382,8156640614846683,UNKNOWN,CHINA UNION PAY,DEBIT,CHINA,2733.7,No,,2025-01-23 19:10:30.167319
CUST2897,3538391129437497,UNKNOWN,JCB/RUPAY,DEBIT,INDIA,709.6,No,,2025-01-23 19:10:30.167319
CUST4591,5247779580081622,FIFTH THIRD BANK,MASTERCARD,CREDIT,UNITED STATES,414.78,No,,2025-01-21 19:10:30.167319
CUST7266,4378089230519605,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",VISA,CREDIT,UNITED STATES,3841.43,No,,2025-01-02 19:10:30.167319
CUST9373,4915520950984972,"LUIZACRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO",VISA,CREDIT,BRAZIL,2068.43,No,,2025-01-11 19:10:30.167319
CUST1069,3536854074164848,UNKNOWN,JCB/RUPAY,DEBIT,INDIA,1714.24,No,,2025-01-08 19:10:30.167319
CUST6213,4940187561446339,BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA),VISA,CREDIT,UNITED KINGDOM,162.89,No,,2025-01-27 19:10:30.167319
CUST5993,4823201341927283,UNKNOWN,VISA,CREDIT,UNITED STATES,2374.93,No,,2025-01-08 19:10:30.167319
CUST1434,1800590536075274,JAPAN AIRLINES INTERNATIONAL (JL),UATP,CREDIT,JAPAN,1694.65,No,,2025-01-16 19:10:30.167319
CUST5295,5922529901969175,UNKNOWN,MAESTRO,DEBIT,CHINA,933.71,No,,2025-01-19 19:10:30.167319
CUST6726,5393971121242535,"COMPUTER SERVICES, INC.",MASTERCARD,DEBIT,UNITED STATES,2771.36,No,,2025-01-02 19:10:30.167319
CUST3246,4999989453453434,GREEN DOT BANK DBA BONNEVILLE BANK,VISA,DEBIT,UNITED STATES,2621.48,No,,2025-01-17 19:10:30.167319
CUST8048,3762285854377258,AEII SINGAPORE BRANCH GSTAR CORP,AMERICAN EXPRESS,CREDIT,SINGAPORE,447.16,No,,2025-01-15 19:10:30.167319
CUST7121,5114932601257628,"FISERV SOLUTIONS, LLC",MASTERCARD,CREDIT,UNITED STATES,4044.28,No,,2025-01-19 19:10:30.167319
CUST1299,5192924520990935,CREDIT UNION ONE,MASTERCARD,DEBIT,UNITED STATES,3304.56,No,,2025-01-22 19:10:30.167319
CUST9853,3865899829472053,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,3899.68,No,,2025-01-04 19:10:30.167319
CUST5400,5861714700931412,UNKNOWN,EBT,DEBIT,UNITED STATES,322.29,No,,2025-01-29 19:10:30.167319
CUST2228,6900934602188373,WEX INC.,WEXCARD,CREDIT,UNITED STATES,98.1,No,,2025-01-28 19:10:30.167319
CUST9485,3943188216067199,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,826.84,No,,2025-01-12 19:10:30.167319
CUST4319,3881610298195760,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,4618.64,No,,2025-01-08 19:10:30.167319
CUST7454,4887991924872579,UNKNOWN,VISA,CREDIT,UNITED STATES,1090.55,No,,2025-01-30 19:10:30.167319
CUST9848,5874740603733954,UNKNOWN,EBT,DEBIT,UNITED STATES,945.91,No,,2025-01-27 19:10:30.167319
CUST5730,4343524213685826,UNKNOWN,VISA,CREDIT,UNITED STATES,4190.25,No,,2024-12-31 19:10:30.167319
CUST1965,3815519812772862,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,743.66,No,,2025-01-06 19:10:30.167319
CUST6711,3993278507752213,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,1759.06,No,,2025-01-05 19:10:30.167319
CUST4980,5126257930518831,COMMERZBANK AG,MASTERCARD,CREDIT,GERMANY,1919.04,No,,2025-01-09 19:10:30.167319
CUST4253,6231982245938920,DONGGUAN DAYING DONGYING VILLAGE BANK-DONGYING CARD,CHINA UNION PAY,DEBIT,CHINA,2967.63,No,,2025-01-13 19:10:30.167319
CUST8174,3680324236341196,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2352.71,No,,2025-01-27 19:10:30.167319
CUST5932,6469649601709501,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,952.54,No,,2025-01-10 19:10:30.167319
CUST8341,6711628511429927,VTB BANK (PUBLIC JOINT-STOCK COMPANY),MAESTRO,DEBIT,RUSSIAN FEDERATION,2588.81,No,,2025-01-22 19:10:30.167319
CUST7639,4704220929014063,UNKNOWN,VISA,DEBIT,UNITED STATES,605.57,No,,2025-01-19 19:10:30.167319
CUST3923,4826904804223953,UNKNOWN,VISA,CREDIT,UNITED STATES,4870.57,No,,2025-01-03 19:10:30.167319
CUST7353,3347772420846668,UNKNOWN,JCB,DEBIT,JAPAN,1779.08,No,,2025-01-11 19:10:30.167319
CUST6396,5384759630050074,UNKNOWN,MASTERCARD,CREDIT,UNITED STATES,4421.95,Yes,Consumer Disputes,2025-01-22 19:10:30.167319
CUST5712,4110653997774139,METABANK,VISA,DEBIT,UNITED STATES,2848.18,No,,2025-01-23 19:10:30.167319
CUST2603,3614246438901795,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,PAKISTAN,3154.68,No,,2025-01-20 19:10:30.167319
CUST5338,4027319971793062,"UKRAINIAN PROFESSIONAL BANK, OJSC",VISA,DEBIT,UKRAINE,26.4,No,,2025-01-14 19:10:30.167319
CUST3317,5934402803345473,UNKNOWN,MAESTRO,DEBIT,AUSTRALIA,1158.2,No,,2025-01-26 19:10:30.167319
CUST3805,4358695509598189,UNKNOWN,VISA,DEBIT,UNITED STATES,2870.92,No,,2025-01-02 19:10:30.167319
CUST8058,5030762011451699,UNKNOWN,EBT,DEBIT,UNITED STATES,2292.19,Yes,Authorization,2025-01-14 19:10:30.167319
CUST6214,5381785871479901,JOINT STOCK COMPANY FIRST UKRAINIAN INTERNATIONAL BANK,MASTERCARD,CREDIT,UKRAINE,505.68,No,,2024-12-31 19:10:30.167319
CUST4378,6573308666174998,DISCOVER ISSUER,DISCOVER,DEBIT,UNITED STATES,1870.31,No,,2025-01-03 19:10:30.167319
CUST7646,5584038203693357,DEUTSCHER SPARKASSEN- UND GIROVERBAND,MASTERCARD,CREDIT,GERMANY,4748.36,No,,2025-01-13 19:10:30.167319
CUST2425,3115173465116704,UNKNOWN,JCB,DEBIT,JAPAN,1771.75,No,,2025-01-02 19:10:30.167319
CUST9752,6705415498667669,NEXI PAYMENTS SPA,MAESTRO,DEBIT,ITALY,4402.38,No,,2025-01-16 19:10:30.167319
CUST6380,5027165955102949,UNKNOWN,EBT,DEBIT,UNITED STATES,4266.24,No,,2025-01-13 19:10:30.167319
CUST4244,4003320781448493,INTESA SANPAOLO S.P.A.,VISA,DEBIT,ITALY,1034.93,No,,2025-01-06 19:10:30.167319
CUST6067,6082044145917174,UNKNOWN,RUPAY,CREDIT,INDIA,3835.47,No,,2025-01-27 19:10:30.167319
CUST2344,5053610563400061,"JPMORGAN CHASE BANK, N.A.",EBT,DEBIT,UNITED STATES,1129.28,No,,2025-01-01 19:10:30.167319
CUST3674,6726732641079291,EURO KARTENSYSTEME GMBH,MAESTRO,DEBIT,GERMANY,819.79,No,,2025-01-08 19:10:30.167319
CUST5579,5755444628925697,UNKNOWN,EBT,DEBIT,UNITED STATES,1059.26,No,,2025-01-22 19:10:30.167319
CUST6609,4447665954846660,THRIVENT FINANCIAL BANK,VISA,DEBIT,UNITED STATES,1190.52,No,,2025-01-15 19:10:30.167319
CUST8517,4714088384185819,INVESTMENT BANK OF CHELYABINSK JS CHELYABINVESTBANK,VISA,DEBIT,RUSSIAN FEDERATION,1799.07,No,,2025-01-13 19:10:30.167319
CUST6598,4219598643744119,CAIXA ECONOMICA FEDERAL,VISA,CREDIT,BRAZIL,4689.73,No,,2025-01-23 19:10:30.167319
CUST9731,5414415861803736,"BANK OF AMERICA, NATIONAL ASSOCIATION",MASTERCARD,CREDIT,UNITED STATES,2527.47,Yes,Processing Errors,2025-01-25 19:10:30.167319
CUST7566,4253374724161787,BANK OF NEW YORK (DELAWARE),VISA,CREDIT,UNITED STATES,3816.96,No,,2025-01-04 19:10:30.167319
CUST3524,3862521246625803,UNKNOWN,DINERS CLUB INTERNATIONAL,CREDIT,UNITED STATES,2668.97,No,,2025-01-17 19:10:30.167319
CUST5985,4561594453078390,SOCIETE GENERALE CALEDONNIENNE DE BANQUE - SGCB,VISA,DEBIT,FRANCE,1024.36,No,,2025-01-09 19:10:30.167319
CUST5281,5064720666714648,UNKNOWN,EBT,DEBIT,UNITED STATES,2026.17,No,,2025-01-20 19:10:30.167319
CUST2624,5365210631322393,BUY WAY PERSONAL FINANCE SA,MASTERCARD,CREDIT,BELGIUM,1635.01,No,,2024-12-31 19:10:30.167319
CUST5534,3413092335871966,UNKNOWN,AMERICAN EXPRESS,CREDIT,UNITED STATES,795.42,No,,2025-01-22 19:10:30.167319
CUST6970,5979026188806331,UNKNOWN,MAESTRO,DEBIT,AUSTRALIA,2539.7,No,,2025-01-30 19:10:30.167319
CUST3604,5676542096264685,UNKNOWN,EBT,DEBIT,UNITED STATES,2786.3,No,,2025-01-07 19:10:30.167319
CUST6378,6423077743556525,UNKNOWN,EBT,DEBIT,UNITED STATES,3909.84,No,,2025-01-09 19:10:30.167319
CUST6004,6481142971432857,DISCOVER ISSUER,DISCOVER,CREDIT,UNITED STATES,1439.14,No,,2025-01-22 19:10:30.167319
CUST8651,4970825793581239,LA BANQUE POSTALE,VISA,DEBIT,FRANCE,3792.46,No,,2025-01-24 19:10:30.167319
CUST7231,5255936101938270,NEXI PAYMENTS SPA,MASTERCARD,CREDIT,ITALY,1193.95,No,,2025-01-18 19:10:30.167319
CUST4085,5382898626465550,UNKNOWN,MASTERCARD,CREDIT,UNITED STATES,370.31,No,,2025-01-11 19:10:30.167319
CUST6941,3412745260233056,AMEX UK GLOBESTAR,AMERICAN EXPRESS,CREDIT,UNITED KINGDOM,3478.15,No,,2025-01-15 19:10:30.167319
CUST4436,5284453604667935,DOVER FEDERAL CREDIT UNION,MASTERCARD,CREDIT,UNITED STATES,3939.63,No,,2025-01-21 19:10:30.167319
CUST4027,6809025731887192,UNKNOWN,GIROCARD,DEBIT,GERMANY,2361.69,No,,2025-01-25 19:10:30.167319
CUST6358,5319622324707339,JACK HENRY & ASSOCIATES,MASTERCARD,DEBIT,UNITED STATES,498.42,No,,2025-01-14 19:10:30.167319
CUST7004,5146675132120720,"COMPUTER SERVICES, INC.",MASTERCARD,DEBIT,UNITED STATES,4822.57,No,,2025-01-07 19:10:30.167319
CUST4119,4692330167329839,BIZ INSTITUICAO DE PAGAMENTO LTDA.,VISA,DEBIT,BRAZIL,2972.98,No,,2025-01-05 19:10:30.167319
CUST6199,5011129558121562,UNKNOWN,EBT,DEBIT,UNITED STATES,970.3,No,,2025-01-01 19:10:30.167319
CUST5256,5551092868373824,COMMONWEALTH BANK OF AUSTRALIA,MASTERCARD,CREDIT,AUSTRALIA,216.71,No,,2025-01-15 19:10:30.167319
